,도시_번호,성별,생일
7199,78,M,1995-06-03
7200,44,M,1990-10-30
7201,24,F,1995-04-06
7202,78,F,1994-02-09
7203,106,M,1987-07-14
7204,33,M,1988-07-19
7205,73,F,1993-12-22
7206,95,F,1990-07-16
7207,47,F,1994-05-14
7208,86,F,1993-12-28
7209,121,F,1995-07-30
7210,61,F,1990-07-11
7211,78,M,1985-02-23
7212,25,F,1994-08-20
7213,103,M,1987-11-09
7214,36,F,1992-04-16
7215,32,F,1986-04-04
7216,71,F,1992-10-01
7217,77,F,1983-10-15
7218,33,M,1995-06-18
7219,112,M,1985-01-01
7220,100,M,1984-11-20
7221,104,M,1988-03-31
7222,89,M,1984-09-21
7223,57,F,1992-12-12
7224,22,F,1992-08-18
7225,81,F,1991-10-22
7226,8,M,1980-05-05
7227,80,F,1992-02-12
7228,124,F,1991-02-30
7229,95,F,1992-04-22
7230,104,F,1991-02-06
7231,19,M,1990-10-30
7232,56,F,1992-02-12
7233,124,M,1986-05-07
7234,59,F,1992-04-20
7235,78,F,1991-06-16
7236,119,F,1991-02-19
7237,40,M,1986-11-30
7238,18,F,1993-02-05
7239,27,F,1993-12-21
7240,122,F,1991-06-20
7241,61,M,1990-05-15
7242,90,M,1986-09-19
7243,60,F,1993-12-24
7244,13,M,1987-01-13
7245,75,F,1990-12-17
7246,77,F,2001-12-01
7247,71,M,1988-07-26
7248,35,M,1985-01-20
7249,97,F,1990-04-16
7250,17,M,1979-10-14
7251,37,F,1995-08-27
7252,56,F,1995-11-25
7253,104,F,1995-06-23
7254,33,F,1992-04-28
7255,73,M,1987-05-29
7256,102,M,1981-07-24
7257,71,M,1983-05-26
7258,44,M,1989-11-02
7259,97,F,1994-08-20
7260,103,F,1992-07-21
7261,117,M,1983-11-11
7262,38,M,1988-03-03
7263,78,M,1986-01-25
7264,55,F,1995-10-10
7265,32,M,1983-09-01
7266,81,M,1985-03-25
7267,22,F,1993-02-21
7268,47,M,1982-01-01
7269,91,F,1992-10-26
7270,98,F,1995-04-28
7271,32,F,1990-12-03
7272,42,F,1990-05-21
7273,62,F,1992-02-31
7274,90,M,1985-07-05
7275,75,F,1992-03-05
7276,104,F,1992-06-06
7277,113,F,1990-04-26
7278,35,M,1984-11-20
7279,50,M,1986-01-11
7280,49,F,1990-02-14
7281,83,M,1984-10-31
7282,2,M,1984-11-15
7283,83,F,1993-01-15
7284,108,M,1987-04-13
7285,57,M,1988-07-09
7286,99,M,1991-03-08
7287,9,F,1990-10-22
7288,48,F,1992-08-29
7289,31,F,1990-02-04
7290,21,F,1990-08-22
7291,49,F,1995-12-10
7292,124,F,1989-02-07
7293,47,M,1984-01-29
7294,10,F,1994-08-08
7295,45,F,1995-06-30
7296,113,M,1985-09-09
7297,15,M,1983-05-19
7298,113,F,1995-12-10
7299,78,F,1992-04-20
7300,24,M,1988-01-23
7301,89,M,1988-07-12
7302,55,F,1991-01-22
7303,7,M,1985-03-22
7304,24,F,1991-03-17
7305,117,F,1991-06-27
7306,84,M,1988-08-30
7307,17,F,1992-08-29
7308,77,F,1991-10-17
7309,116,F,1993-10-12
7310,5,F,1987-02-02
7311,17,M,1998-12-23
7312,47,F,1994-09-05
7313,9,F,1989-04-28
7314,114,F,1990-02-02
7315,41,F,1992-12-05
7316,15,F,1994-02-26
7317,119,M,1981-02-11
7318,46,F,1990-10-08
7319,78,M,1985-07-17
7320,28,F,1995-11-20
7321,108,M,1988-11-08
7322,12,F,1993-12-24
7323,107,M,1983-01-06
7324,84,M,1985-09-30
7325,63,F,1992-03-12
7326,15,M,1986-07-29
7327,80,F,1990-02-23
7328,38,F,1991-08-31
7329,49,F,1990-02-02
7330,124,M,1987-05-29
7331,75,F,1989-09-25
7332,75,F,1990-04-26
7333,71,M,1986-01-13
7334,40,M,1986-09-19
7335,22,M,1985-03-25
7336,62,M,1988-07-19
7337,27,F,1995-06-11
7338,56,F,1995-10-10
7339,45,F,1995-06-30
7340,71,F,1995-04-04
7341,20,F,1993-04-08
7342,94,F,2001-12-01
7343,58,M,1984-11-04
7344,91,F,1993-02-14
7345,124,M,1986-01-13
7346,93,M,1986-09-02
7347,114,F,1991-08-08
7348,66,F,1989-04-16
7349,49,F,1991-09-11
7350,80,M,1984-01-05
7351,14,M,1985-01-06
7352,101,F,1994-02-02
7353,96,F,1991-08-20
7354,87,M,1983-01-27
7355,29,M,1985-05-21
7356,103,M,1992-11-30
7357,57,M,1989-09-07
7358,25,F,1991-08-08
7359,115,M,1986-09-02
7360,93,F,1990-10-29
7361,48,F,1991-02-30
7362,16,F,1990-04-16
7363,42,F,1994-06-30
7364,94,M,1993-03-09
7365,3,F,1991-06-04
7366,13,M,1981-10-11
7367,14,M,1985-11-13
7368,41,F,1990-10-22
7369,68,F,1986-04-04
7370,11,F,1990-12-14
7371,100,M,1985-07-17
7372,98,M,1995-12-28
7373,55,M,1985-09-30
7374,107,M,1981-02-11
7375,124,F,2004-08-17
7376,46,M,1984-12-21
7377,72,M,1987-05-19
7378,54,M,1985-02-04
7379,3,F,1993-12-22
7380,81,M,1986-11-03
7381,98,F,1994-10-24
7382,64,F,1993-01-15
7383,9,F,1990-02-26
7384,22,F,1990-08-24
7385,91,F,1990-10-29
7386,3,F,1990-08-22
7387,113,M,1983-01-03
7388,122,M,1981-07-24
7389,40,F,1993-02-05
7390,38,M,1983-01-03
7391,4,M,1985-07-31
7392,106,M,1984-03-13
7393,125,F,1992-10-01
7394,87,F,1993-12-24
7395,32,F,1991-08-08
7396,65,M,1983-06-30
7397,41,M,1985-07-07
7398,73,M,1988-03-31
7399,9,M,1987-11-09
7400,104,M,1995-12-28
7401,60,M,1988-03-01
7402,4,M,1995-05-10
7403,119,M,1989-09-13
7404,91,F,1990-06-03
7405,31,M,1985-07-05
7406,58,F,1993-06-28
7407,83,M,1983-09-01
7408,29,F,1986-08-13
7409,13,M,1987-12-12
7410,38,F,1995-11-20
7411,39,F,1989-04-16
7412,53,M,1983-01-06
7413,52,F,1993-02-05
7414,121,M,1985-09-30
7415,33,F,1990-06-30
7416,41,F,1994-10-24
7417,62,F,1992-04-04
7418,1,M,1986-08-22
7419,64,F,1991-12-09
7420,6,F,1991-10-17
7421,21,F,1995-04-28
7422,103,F,1989-02-07
7423,100,M,1986-09-21
7424,46,F,1994-02-26
7425,49,F,1992-12-05
7426,20,M,1983-08-17
7427,40,F,1994-05-14
7428,120,F,1995-01-17
7429,124,F,1994-06-22
7430,20,M,1988-07-26
7431,16,F,1992-12-07
7432,25,M,1984-11-20
7433,100,M,1995-12-28
7434,98,M,1986-07-29
7435,80,F,1992-08-18
7436,48,M,1991-10-26
7437,109,F,1992-06-18
7438,78,F,1993-06-06
7439,84,F,1989-02-07
7440,16,F,1994-06-22
7441,86,M,1989-06-20
7442,81,F,1993-06-28
7443,57,M,1987-01-13
7444,47,M,1988-03-07
7445,36,M,1987-05-10
7446,113,F,1995-08-20
7447,60,M,1986-01-13
7448,100,F,1993-12-28
7449,112,F,1992-08-18
7450,95,M,1987-12-12
7451,104,F,1994-06-22
7452,29,F,1989-11-01
7453,33,M,1980-05-05
7454,102,F,1990-08-22
7455,82,M,1989-09-23
7456,63,F,1993-12-22
7457,105,F,1992-04-23
7458,8,F,1992-01-29
7459,81,F,1993-02-21
7460,125,M,1985-07-05
7461,75,F,1993-06-06
7462,5,F,1992-10-01
7463,40,F,1990-05-26
7464,90,F,1991-06-18
7465,32,F,1995-04-28
7466,105,F,1989-04-16
7467,2,F,1993-12-28
7468,50,F,1993-12-12
7469,113,F,1995-01-10
7470,20,M,1981-07-24
7471,109,M,1989-03-17
7472,31,M,1986-05-07
7473,71,F,1995-08-05
7474,53,M,1988-03-01
7475,58,F,1991-02-06
7476,84,M,1980-05-05
7477,58,F,1994-10-24
7478,103,M,1987-09-26
7479,5,F,1992-10-07
7480,116,M,1986-11-30
7481,92,F,1992-08-25
7482,54,F,1993-02-05
7483,41,F,1989-09-25
7484,57,M,1982-11-11
7485,116,F,1995-01-10
7486,118,F,1991-02-30
7487,125,F,1991-08-20
7488,121,F,1992-02-12
7489,101,F,1989-11-01
7490,25,M,1986-09-19
7491,55,F,1995-04-06
7492,86,F,1990-10-03
7493,36,M,1983-09-06
7494,49,F,1990-06-13
7495,75,M,1984-02-14
7496,1,F,1992-04-16
7497,53,M,1986-09-25
7498,1,F,1995-04-06
7499,81,F,1992-09-30
7500,55,M,1986-01-15
7501,68,M,1985-07-05
7502,5,M,1995-05-10
7503,95,M,1986-09-04
7504,59,F,2001-12-01
7505,114,F,1991-08-20
7506,20,M,1987-03-05
7507,120,F,1995-08-15
7508,26,F,1990-10-05
7509,85,F,1990-02-02
7510,7,F,1990-12-03
7511,93,M,1986-01-04
7512,61,M,1988-01-18
7513,44,M,1986-03-29
7514,124,F,1991-03-17
7515,39,M,1985-03-22
7516,66,M,1986-11-28
7517,13,M,1983-09-01
7518,81,F,1994-10-31
7519,97,F,1994-08-08
7520,59,F,1994-06-22
7521,76,F,1991-02-19
7522,29,M,1989-06-20
7523,95,M,1986-01-11
7524,116,F,1995-07-30
7525,46,F,1990-04-16
7526,13,F,1990-12-03
7527,88,F,1987-04-09
7528,52,M,1990-03-15
7529,96,F,1991-10-10
7530,91,M,1988-07-16
7531,60,M,1988-07-12
7532,80,F,1992-04-13
7533,91,F,1993-04-25
7534,96,M,1986-01-13
7535,32,F,1992-10-01
7536,60,F,1995-11-20
7537,16,M,1983-01-30
7538,54,M,1987-05-29
7539,17,M,1986-05-07
7540,15,F,1993-10-12
7541,110,F,1994-12-12
7542,28,M,1981-03-27
7543,24,M,1983-06-30
7544,8,M,1985-07-11
7545,57,F,1995-08-27
7546,51,M,1982-11-11
7547,29,M,1986-03-29
7548,117,F,1992-02-31
7549,77,F,1995-04-07
7550,54,M,1985-07-17
7551,45,M,1986-01-25
7552,78,F,1995-06-11
7553,121,F,1989-04-16
7554,39,M,1984-11-15
7555,25,M,1988-07-12
7556,102,F,1992-05-19
7557,84,F,1992-10-26
7558,19,M,1984-07-07
7559,110,F,1993-06-28
7560,35,M,1981-07-24
7561,43,M,1986-01-10
7562,75,F,1991-06-27
7563,116,M,1982-01-01
7564,107,M,1984-03-20
7565,88,M,1983-08-17
7566,99,F,1995-10-14
7567,32,F,1993-06-06
7568,40,M,1990-10-30
7569,55,M,1988-11-11
7570,47,F,1990-10-03
7571,49,M,2002-03-03
7572,124,M,1988-03-01
7573,29,M,1987-09-26
7574,125,M,1987-05-19
7575,84,M,1988-07-09
7576,120,F,1983-05-02
7577,1,F,1990-10-22
7578,46,F,1993-11-08
7579,13,F,1994-02-14
7580,123,F,1994-06-30
7581,103,M,1983-03-15
7582,93,F,1991-03-17
7583,67,F,1992-10-07
7584,119,F,1990-12-14
7585,28,F,1982-05-25
7586,123,M,1982-05-17
7587,115,M,1986-07-07
7588,90,M,1985-01-20
7589,19,M,1985-02-23
7590,2,M,1983-05-19
7591,91,M,1990-03-15
7592,100,F,1992-08-18
7593,4,F,1994-02-14
7594,87,F,1995-01-10
7595,116,M,1989-06-20
7596,80,F,1986-04-04
7597,18,M,1990-10-30
7598,16,M,1986-09-08
7599,53,F,1991-12-26
7600,33,M,1990-12-02
7601,82,F,1994-10-27
7602,119,M,1986-09-04
7603,115,F,1991-03-17
7604,119,M,1983-12-25
7605,110,M,1983-05-19
7606,49,M,1985-09-30
7607,63,F,1991-10-17
7608,9,M,1985-11-13
7609,11,M,1984-07-31
7610,60,M,1984-01-29
7611,88,M,1986-03-08
7612,91,F,1994-02-14
7613,104,M,1986-09-18
7614,53,F,1995-01-10
7615,10,F,1993-02-14
7616,7,M,1985-01-01
7617,14,M,1986-08-29
7618,6,M,1981-10-11
7619,122,M,1981-03-27
7620,92,M,1998-12-23
7621,4,M,2002-03-03
7622,88,M,1986-09-02
7623,26,M,1989-07-04
7624,21,F,1995-04-25
7625,48,M,1983-12-25
7626,84,M,1984-09-09
7627,111,M,1984-03-13
7628,72,M,1988-11-11
7629,45,F,1990-05-26
7630,112,F,1994-02-14
7631,26,F,1993-12-12
7632,82,M,1989-03-27
7633,108,F,1993-02-05
7634,78,M,1983-09-28
7635,85,M,1985-03-22
7636,80,F,1991-11-11
7637,122,M,1984-01-05
7638,80,M,1981-07-24
7639,68,F,1991-06-04
7640,40,M,1992-11-30
7641,42,F,1989-02-07
7642,8,M,1989-03-22
7643,115,F,1993-04-21
7644,28,M,1985-09-31
7645,74,F,1990-02-26
7646,115,M,1988-05-05
7647,110,F,1990-02-02
7648,13,F,2000-06-01
7649,70,F,1991-09-11
7650,75,M,1986-05-02
7651,35,M,1986-05-07
7652,106,M,1988-11-18
7653,5,F,1989-09-25
7654,36,M,1980-05-05
7655,43,M,1983-01-06
7656,4,M,1990-03-15
7657,106,F,1992-08-18
7658,89,F,1992-05-19
7659,27,F,1993-04-21
7660,63,M,1985-02-23
7661,15,F,1995-08-15
7662,125,M,1987-09-26
7663,80,M,1986-03-29
7664,102,M,1987-05-29
7665,43,M,1989-05-22
7666,125,M,2010-11-20
7667,64,F,1990-12-03
7668,4,M,1989-07-19
7669,72,M,1983-05-19
7670,17,F,1987-04-09
7671,124,M,1984-05-03
7672,40,M,1984-11-04
7673,63,F,1992-10-07
7674,9,F,1992-08-25
7675,59,M,1988-07-19
7676,27,F,1990-12-17
7677,9,M,1988-01-22
7678,46,M,1984-10-31
7679,16,M,1986-01-25
7680,67,F,1993-02-11
7681,59,F,1990-07-16
7682,22,F,1993-10-10
7683,51,M,1981-03-27
7684,78,M,1985-10-12
7685,92,M,1989-12-09
7686,64,F,1990-02-14
7687,105,F,1992-04-22
7688,76,F,1992-10-26
7689,8,M,1984-09-09
7690,42,F,1989-10-20
7691,66,F,1990-02-02
7692,10,M,1986-09-19
7693,23,M,1986-05-09
7694,8,M,1981-10-26
7695,68,M,1983-11-11
7696,117,M,1985-11-27
7697,63,M,1987-11-30
7698,86,F,1991-02-14
7699,67,F,1990-12-29
7700,122,F,1986-04-04
7701,9,F,1989-04-28
7702,13,M,1986-11-03
7703,62,F,1991-06-04
7704,27,M,1984-09-21
7705,123,F,1994-02-26
7706,78,M,1988-11-18
7707,96,M,1985-07-05
7708,21,F,1993-10-10
7709,103,F,1982-05-25
7710,99,F,1991-06-04
7711,23,M,1985-01-01
7712,89,F,1994-11-22
7713,51,M,1986-08-22
7714,72,F,1993-12-21
7715,114,F,1993-12-22
7716,104,F,1992-10-19
7717,45,M,1988-01-22
7718,106,M,1983-11-23
7719,81,M,1984-03-13
7720,58,M,1986-07-29
7721,30,F,1995-01-10
7722,113,F,1992-03-05
7723,115,F,1991-08-30
7724,50,M,1994-03-03
7725,116,F,1992-12-07
7726,58,M,1986-08-22
7727,85,F,1995-06-06
7728,62,M,2001-07-15
7729,91,F,1992-10-19
7730,107,M,1986-08-22
7731,24,M,1985-02-23
7732,1,F,1992-08-01
7733,4,M,1986-09-21
7734,88,M,1987-01-13
7735,125,F,1990-03-15
7736,33,M,1986-11-30
7737,7,M,1991-03-08
7738,56,M,1983-01-03
7739,71,F,1994-02-14
7740,30,F,1991-08-08
7741,21,M,1988-05-31
7742,119,F,1989-02-07
7743,63,M,1985-11-23
7744,37,M,1985-09-09
7745,38,M,1987-11-09
7746,88,F,1992-12-31
7747,60,M,1985-03-22
7748,80,M,1988-03-10
7749,9,M,1983-01-03
7750,93,M,1983-01-30
7751,51,F,1987-11-27
7752,100,F,2004-08-17
7753,45,F,1990-08-24
7754,75,M,1984-09-14
7755,86,F,1991-09-06
7756,49,M,1987-09-26
7757,80,M,1985-02-04
7758,90,M,1985-01-08
7759,78,M,1986-09-21
7760,59,M,1994-06-08
7761,14,M,1984-09-09
7762,73,F,1993-02-18
7763,109,F,1989-09-25
7764,15,M,1979-10-14
7765,115,F,1990-06-30
7766,19,M,1988-08-10
7767,117,F,1992-06-11
7768,118,M,1987-11-30
7769,39,F,1995-01-10
7770,40,M,1992-11-30
7771,97,M,1985-03-27
7772,36,F,1994-02-14
7773,33,F,1989-11-23
7774,32,M,1984-09-11
7775,56,F,1990-07-16
7776,58,M,1983-11-23
7777,33,F,1993-08-01
7778,17,F,1989-05-07
7779,52,M,1986-05-07
7780,66,M,1983-11-11
7781,18,F,1991-08-03
7782,119,M,1988-03-01
7783,102,M,1987-09-26
7784,109,F,1993-04-21
7785,91,M,1989-05-22
7786,17,F,1987-04-09
7787,112,F,1990-02-02
7788,66,F,1995-06-06
7789,109,F,1991-11-11
7790,89,F,1995-06-11
7791,24,F,1990-12-29
7792,32,M,1985-07-31
7793,104,M,1984-01-29
7794,38,M,1985-03-22
7795,121,M,1991-10-26
7796,41,M,1988-07-12
7797,50,M,1989-12-09
7798,68,F,1995-08-27
7799,15,M,1984-09-11
7800,39,F,1994-08-08
7801,123,M,1991-03-08
7802,107,F,1993-12-21
7803,21,M,1984-11-20
7804,45,M,1987-05-29
7805,79,M,1986-01-17
7806,23,M,1988-03-10
7807,121,M,1986-01-13
7808,64,M,1986-03-29
7809,90,F,1995-06-23
7810,92,F,1994-02-02
7811,92,M,1991-03-08
7812,30,M,1990-01-01
7813,47,F,1991-02-24
7814,114,F,1995-06-18
7815,43,F,1989-04-14
7816,101,F,1990-12-03
7817,67,F,1991-04-04
7818,30,F,1986-08-13
7819,104,F,1995-10-14
7820,114,M,1990-05-15
7821,4,F,1993-12-24
7822,58,F,1995-06-18
7823,121,F,1995-06-11
7824,25,F,1986-03-31
7825,9,M,1985-03-25
7826,102,F,1992-12-12
7827,109,M,1984-10-24
7828,64,M,1985-03-22
7829,53,F,1995-10-10
7830,73,M,1987-04-13
7831,28,M,1997-09-20
7832,55,M,1985-01-20
7833,115,F,1993-02-14
7834,115,F,1992-10-01
7835,65,F,1991-04-04
7836,27,M,1989-04-25
7837,98,F,1991-08-20
7838,33,M,1986-11-30
7839,94,M,1984-12-14
7840,109,F,1995-03-10
7841,31,F,1989-04-28
7842,103,F,1993-02-11
7843,64,F,1992-12-12
7844,70,M,1986-01-17
7845,46,M,1987-09-26
7846,95,F,1990-07-04
7847,50,F,1990-10-02
7848,12,F,1994-06-30
7849,38,F,1989-05-07
7850,34,F,1990-12-03
7851,15,M,1985-03-25
7852,8,M,1988-11-04
7853,106,M,1988-01-18
7854,29,F,1991-04-09
7855,39,M,1984-01-25
7856,87,M,1987-05-29
7857,73,M,1985-03-22
7858,21,F,1992-04-04
7859,57,M,1986-09-25
7860,58,F,1995-04-25
7861,63,F,1990-10-08
7862,125,F,1991-02-24
7863,123,F,1990-10-02
7864,5,F,1990-12-03
7865,99,F,1992-06-11
7866,36,F,1994-08-20
7867,5,M,1989-05-22
7868,30,F,1994-10-27
7869,80,F,1991-02-19
7870,18,M,1986-05-24
7871,96,F,1993-12-24
7872,65,M,1989-05-22
7873,10,F,1992-08-12
7874,1,M,1986-09-04
7875,7,M,1986-05-07
7876,53,M,1988-07-12
7877,47,F,1992-02-12
7878,9,F,1989-02-07
7879,76,F,1993-12-22
7880,23,F,1992-08-25
7881,80,F,1995-04-25
7882,26,F,1998-05-22
7883,11,F,1991-06-20
7884,116,F,1994-11-22
7885,95,M,1983-08-17
7886,41,M,1988-03-31
7887,68,M,1983-01-30
7888,42,F,1992-03-05
7889,72,F,1994-10-31
7890,73,M,1982-05-17
7891,25,F,1991-02-24
7892,102,F,1990-12-14
7893,103,F,1993-06-01
7894,11,F,1993-03-19
7895,103,M,1980-07-23
7896,50,M,2010-11-20
7897,90,M,1984-11-06
7898,55,F,1989-10-20
7899,11,F,1990-06-13
7900,99,F,1992-04-16
7901,26,M,1985-07-31
7902,66,M,1987-04-13
7903,91,F,1993-08-06
7904,28,F,1994-10-27
7905,123,M,1995-11-16
7906,7,M,1984-03-13
7907,17,M,1987-06-27
7908,77,F,1994-12-12
7909,50,F,1992-12-24
7910,7,M,1984-03-13
7911,22,F,1991-06-15
7912,113,F,1995-04-30
7913,97,M,1989-03-22
7914,76,F,1995-06-23
7915,74,F,1987-02-02
7916,78,F,1995-08-17
7917,105,M,1985-07-05
7918,110,F,1995-01-10
7919,117,M,1986-01-04
7920,52,F,1980-05-15
7921,105,F,1991-08-30
7922,49,M,1980-05-05
7923,104,M,1988-01-23
7924,107,F,1990-06-03
7925,60,F,1989-04-16
7926,82,M,1988-03-01
7927,78,M,1981-03-27
7928,118,M,1986-08-22
7929,89,M,1988-11-18
7930,4,M,2002-03-03
7931,83,F,1992-08-25
7932,53,F,1992-12-24
7933,116,F,1990-02-04
7934,65,F,1996-04-09
7935,41,M,1986-09-02
7936,96,M,1988-05-05
7937,10,M,1986-08-22
7938,110,M,1990-05-15
7939,97,M,1988-03-01
7940,60,M,1988-03-03
7941,5,M,1992-11-30
7942,56,F,1994-10-24
7943,107,M,1986-09-02
7944,33,F,1993-12-24
7945,38,F,1993-12-12
7946,93,F,1983-10-15
7947,24,M,1985-04-18
7948,72,M,1986-09-04
7949,17,M,1989-09-13
7950,18,M,1983-11-11
7951,40,M,1987-05-29
7952,32,F,1989-04-16
7953,106,M,1986-09-16
7954,48,M,1989-06-20
7955,66,M,1989-11-02
7956,47,M,1984-05-03
7957,82,F,1990-08-08
7958,94,F,1991-06-15
7959,95,M,1990-03-15
7960,101,F,1989-04-28
7961,32,F,1994-11-22
7962,102,M,1986-07-29
7963,71,M,1987-05-10
7964,40,M,1988-01-18
7965,112,F,1991-12-02
7966,19,F,1991-11-11
7967,38,M,1988-03-07
7968,49,M,1989-03-03
7969,101,M,1984-09-14
7970,104,F,1991-01-22
7971,23,M,1985-09-31
7972,39,F,1991-08-30
7973,73,F,1992-04-23
7974,21,M,1985-07-02
7975,47,M,1984-02-14
7976,16,M,1988-11-01
7977,97,F,1990-02-14
7978,115,M,1984-06-18
7979,98,M,1984-11-04
7980,100,F,1994-08-08
7981,118,M,1987-03-05
7982,94,M,1987-11-25
7983,30,F,2001-01-10
7984,12,M,1985-09-31
7985,15,M,1986-02-16
7986,56,M,1985-03-22
7987,7,F,1995-04-02
7988,5,M,1985-01-01
7989,36,M,1988-05-31
7990,57,F,1990-06-13
7991,46,F,1993-12-12
7992,16,M,1990-10-30
7993,117,M,1985-09-09
7994,9,M,1988-08-05
7995,9,M,1985-09-30
7996,42,F,1994-02-14
7997,117,F,1994-09-05
7998,15,F,1990-12-29
7999,37,M,1984-05-27
8000,91,F,1992-02-12
8001,91,F,1989-04-28
8002,15,F,1992-02-16
8003,3,F,1994-09-05
8004,84,F,1990-06-13
8005,101,M,1980-05-05
8006,102,M,1984-01-05
8007,17,M,1987-03-24
8008,51,F,1991-08-08
8009,74,F,1982-05-25
8010,60,F,1990-06-03
8011,116,F,1991-06-27
8012,6,F,1992-04-28
8013,34,M,1988-07-23
8014,107,M,1984-11-06
8015,71,F,1992-02-31
8016,33,F,1994-06-30
8017,70,F,1995-06-18
8018,97,M,1988-07-23
8019,56,F,1989-04-16
8020,8,M,1986-03-08
8021,76,M,1995-12-28
8022,104,M,1989-03-22
8023,97,F,1992-08-29
8024,89,F,1995-07-30
8025,87,M,1980-05-05
8026,62,M,1981-10-11
8027,78,F,1993-07-09
8028,103,F,1990-02-02
8029,43,M,1988-05-31
8030,2,F,1986-03-31
8031,80,F,1995-06-06
8032,50,M,1983-12-25
8033,73,F,1992-04-28
8034,90,F,1986-04-04
8035,64,M,1986-09-08
8036,63,M,1986-03-29
8037,78,M,1984-01-05
8038,7,F,1992-12-31
8039,55,M,1988-03-01
8040,58,M,1988-11-04
8041,109,F,1995-06-23
8042,96,M,1981-10-11
8043,120,M,1984-03-20
8044,33,M,1986-09-02
8045,117,M,1985-01-01
8046,49,M,1983-01-06
8047,108,F,1993-02-07
8048,90,M,1984-10-31
8049,89,F,1995-11-20
8050,69,F,1991-08-31
8051,120,F,1990-02-23
8052,107,F,1990-04-16
8053,63,F,1993-04-25
8054,3,M,1986-07-07
8055,10,F,1993-08-01
8056,64,F,1991-06-16
8057,32,M,1981-10-26
8058,30,M,1988-11-11
8059,81,F,1992-12-31
8060,104,M,1987-03-05
8061,58,M,1985-07-05
8062,42,M,1994-11-21
8063,105,M,1987-03-05
8064,80,F,1992-07-21
8065,54,F,1991-03-17
8066,74,F,1990-12-29
8067,25,F,2001-12-01
8068,110,M,1997-09-20
8069,8,F,1987-11-27
8070,59,M,1988-03-01
8071,34,F,1990-10-02
8072,124,M,1985-01-20
8073,50,F,2004-08-17
8074,26,M,1986-01-25
8075,37,M,1989-03-27
8076,115,F,1995-01-10
8077,59,F,1993-04-21
8078,124,M,1986-06-15
8079,70,M,1985-09-09
8080,45,F,1995-12-10
8081,33,F,1990-12-03
8082,43,M,1985-02-23
8083,65,F,1986-04-04
8084,115,F,1991-02-19
8085,77,F,1995-12-10
8086,78,F,1993-01-15
8087,3,F,1993-11-08
8088,34,F,1991-08-08
8089,7,M,1984-09-11
8090,47,F,1991-06-04
8091,40,M,1984-12-14
8092,38,F,1991-10-22
8093,21,F,1995-10-10
8094,103,M,1986-09-19
8095,69,F,1991-10-10
8096,42,M,1984-10-31
8097,11,F,1991-08-30
8098,101,F,1987-07-19
8099,87,M,1986-08-29
8100,39,M,1985-11-23
8101,2,M,1986-09-19
8102,49,F,1990-04-26
8103,8,F,1989-02-07
8104,54,F,1986-04-04
8105,74,F,1993-12-24
8106,28,M,1983-05-29
8107,24,M,1984-11-20
8108,89,M,1998-12-23
8109,95,F,1993-10-12
8110,46,F,1975-12-15
8111,34,M,1986-09-21
8112,18,F,1991-08-08
8113,32,M,1981-02-11
8114,1,F,1994-11-22
8115,69,M,1989-06-20
8116,43,F,1990-08-24
8117,88,M,1988-03-03
8118,116,F,1994-02-14
8119,84,F,1990-12-29
8120,63,F,1995-08-05
8121,42,F,1992-08-29
8122,117,M,1985-05-17
8123,95,F,1991-08-08
8124,114,M,1989-03-12
8125,123,F,1990-07-16
8126,67,F,1990-06-30
8127,95,M,1986-01-04
8128,87,M,1983-05-26
8129,73,M,1983-11-11
8130,32,M,1983-05-19
8131,11,F,1992-12-07
8132,28,M,1986-03-08
8133,90,M,1984-09-09
8134,74,F,1991-02-24
8135,64,F,1990-07-04
8136,72,F,1992-03-05
8137,90,M,1987-11-30
8138,49,M,1993-03-09
8139,60,M,1983-05-12
8140,81,M,1988-07-19
8141,30,F,1992-06-11
8142,92,M,1995-05-10
8143,113,F,1994-02-09
8144,53,F,1995-10-10
8145,125,M,1981-07-24
8146,120,F,1992-04-22
8147,99,F,1991-10-17
8148,64,F,1991-10-17
8149,64,M,1986-09-21
8150,110,F,1993-02-07
8151,70,F,1993-06-01
8152,43,F,2001-01-10
8153,99,F,1995-11-25
8154,105,M,1988-01-23
8155,35,F,1992-02-31
8156,91,F,1988-02-09
8157,39,F,1986-03-31
8158,70,M,1987-05-19
8159,64,F,1998-05-22
8160,69,M,1988-07-19
8161,63,M,1984-11-04
8162,122,F,1991-06-20
8163,70,M,1988-03-03
8164,35,M,1985-07-17
8165,14,F,1992-05-19
8166,42,F,1991-06-27
8167,85,F,1990-03-15
8168,59,F,1993-12-21
8169,22,M,1980-05-05
8170,111,F,1990-12-17
8171,94,M,1984-10-24
8172,105,F,1990-12-03
8173,81,F,1990-11-13
8174,96,M,1986-09-02
8175,96,F,1992-02-26
8176,15,M,1985-07-05
8177,50,M,1991-03-08
8178,72,M,1989-03-27
8179,105,M,1984-07-07
8180,95,M,1984-10-07
8181,48,F,1990-10-03
8182,43,F,1994-11-22
8183,87,M,1987-11-25
8184,72,M,1987-05-19
8185,71,M,1989-09-23
8186,76,F,1987-11-27
8187,95,M,1987-03-24
8188,17,F,1994-05-14
8189,90,F,1992-04-22
8190,78,F,1989-04-14
8191,11,M,1986-11-30
8192,58,F,1992-02-31
8193,88,M,1984-08-17
8194,36,F,1990-07-21
8195,105,F,1993-04-08
8196,118,F,1989-11-01
8197,108,F,1996-04-09
