,도시_번호,성별,생일
9772,65,M,1986-11-28
9773,40,F,1994-06-22
9774,124,M,1983-01-06
9775,10,M,1985-05-17
9776,66,M,1988-11-11
9777,52,M,1988-11-04
9778,52,M,1988-07-19
9779,36,M,1988-07-19
9780,37,M,1984-03-13
9781,90,F,1994-04-01
9782,81,M,1984-10-07
9783,7,F,1995-04-25
9784,66,F,1995-12-05
9785,122,F,1991-08-31
9786,70,F,1991-02-14
9787,92,M,1988-03-01
9788,27,F,1991-10-17
9789,62,F,1992-12-05
9790,65,F,1995-06-23
9791,104,M,1994-06-08
9792,96,F,1992-12-05
9793,116,M,1989-03-22
9794,114,F,1995-08-17
9795,107,F,1994-02-14
9796,54,M,1985-07-05
9797,41,M,1986-09-04
9798,106,M,1982-11-11
9799,13,F,1995-04-02
9800,39,F,1990-07-04
9801,21,F,1994-02-14
9802,27,M,1986-09-21
9803,25,F,1991-08-03
9804,47,M,1980-05-05
9805,75,F,1992-08-01
9806,60,M,1990-05-15
9807,81,M,1989-05-22
9808,62,F,1991-12-26
9809,46,F,1989-09-25
9810,71,M,1985-09-30
9811,87,F,1992-12-12
9812,62,F,1995-11-25
9813,69,F,1993-08-01
9814,64,F,1991-08-30
9815,58,F,1990-10-05
9816,36,F,1990-02-14
9817,28,F,1989-04-14
9818,103,M,1989-04-25
9819,54,M,1985-07-07
9820,91,M,1985-01-01
9821,83,F,1995-06-11
9822,75,F,1990-10-03
9823,54,M,1988-01-18
9824,22,F,1992-06-06
9825,20,F,1993-06-28
9826,2,M,1989-07-04
9827,4,F,1992-02-28
9828,80,F,1995-11-25
9829,15,M,1987-04-13
9830,80,F,1995-08-27
9831,62,F,1987-04-09
9832,56,F,1980-05-15
9833,115,F,1991-08-30
9834,96,M,1987-05-29
9835,19,M,1988-07-12
9836,25,M,1988-08-05
9837,34,M,1986-01-17
9838,119,F,1993-02-18
9839,49,M,1984-06-18
9840,36,F,1990-08-08
9841,92,M,1986-01-13
9842,101,F,1989-05-07
9843,79,F,1989-07-07
9844,111,M,1989-03-19
9845,5,F,1995-04-18
9846,118,F,1994-02-26
9847,42,M,1984-05-03
9848,109,M,1984-05-27
9849,84,M,1986-03-29
9850,39,M,1986-08-22
9851,38,F,1990-12-17
9852,8,F,1995-06-23
9853,81,M,1985-07-31
9854,65,F,1993-06-28
9855,84,M,1987-05-19
9856,80,M,1995-12-28
9857,56,F,1987-02-02
9858,110,M,1986-07-29
9859,59,F,1991-08-03
9860,107,M,1986-01-25
9861,111,F,1990-08-13
9862,12,F,1993-10-12
9863,117,F,1989-04-28
9864,86,F,1992-10-26
9865,63,M,1983-11-23
9866,85,F,1991-04-04
9867,120,F,1992-10-19
9868,25,M,1980-07-23
9869,47,F,1994-04-01
9870,79,F,1995-06-23
9871,22,F,1992-08-18
9872,103,M,1984-11-15
9873,100,M,1986-07-07
9874,33,M,1984-09-14
9875,46,M,1994-03-03
9876,118,F,1991-06-04
9877,7,F,1992-07-23
9878,36,M,1989-09-13
9879,125,F,1990-07-21
9880,117,F,1992-04-20
9881,105,M,1983-09-06
9882,21,F,1994-02-14
9883,66,F,1995-12-10
9884,105,F,1990-10-22
9885,1,M,1988-10-19
9886,78,M,1986-01-11
9887,92,F,1992-08-18
9888,115,F,1995-08-17
9889,65,M,1984-03-06
9890,66,M,1986-03-29
9891,110,F,1992-06-11
9892,60,M,1986-01-04
9893,55,M,1993-03-09
9894,73,M,1992-11-30
9895,103,M,1984-09-09
9896,104,M,1985-07-02
9897,87,F,1989-04-16
9898,96,F,1995-03-10
9899,16,F,1991-11-11
9900,77,F,1990-05-15
9901,97,F,1991-10-10
9902,72,F,1993-01-15
9903,119,F,1989-10-20
9904,51,F,1991-06-16
9905,39,M,1985-09-30
9906,115,M,1987-05-19
9907,77,M,1985-01-06
9908,98,M,1990-10-30
9909,62,F,1991-11-11
9910,10,F,1975-12-15
9911,61,M,1986-04-06
9912,112,F,1990-06-10
9913,16,M,1985-09-09
9914,30,F,1991-06-04
9915,15,M,1985-09-30
9916,114,M,1987-03-24
9917,66,F,1982-05-25
9918,122,F,1975-12-15
9919,51,M,1988-11-18
9920,90,M,1985-11-13
9921,61,F,1991-08-08
9922,114,F,1992-08-12
9923,42,F,1993-04-21
9924,67,F,1991-10-22
9925,67,F,1990-10-03
9926,43,F,1990-08-22
9927,62,F,1990-02-26
9928,51,F,1994-09-05
9929,4,F,1993-08-06
9930,99,M,1988-07-16
9931,38,M,1982-05-17
9932,88,M,1983-08-24
9933,105,F,1995-06-18
9934,32,M,1993-03-09
9935,69,F,1991-09-11
9936,117,F,1995-06-18
9937,65,F,1992-10-19
9938,7,M,1989-07-04
9939,29,F,1994-08-20
9940,2,M,1984-03-13
9941,77,F,1990-10-22
9942,55,F,1993-03-24
9943,30,M,1986-09-21
9944,70,M,1983-12-25
9945,72,F,1994-04-01
9946,119,M,1985-11-13
9947,14,F,1993-01-15
9948,55,F,1992-12-12
9949,124,F,1991-08-20
9950,78,M,1984-05-03
9951,120,F,1993-12-22
9952,60,F,1990-10-08
9953,101,M,1985-07-05
9954,31,F,1991-04-09
9955,97,F,1991-01-22
9956,80,F,1986-08-13
9957,58,M,1986-09-19
9958,67,F,1990-02-26
9959,57,M,1988-08-10
9960,87,M,1984-09-14
9961,14,F,1991-08-30
9962,16,M,1986-11-03
9963,18,M,1985-03-25
9964,61,F,1990-08-24
9965,85,M,1983-11-11
9966,78,M,1981-10-11
9967,95,F,1995-04-02
9968,37,M,1984-03-06
9969,15,M,1989-11-02
9970,52,F,1994-10-24
9971,9,M,1988-01-22
9972,22,M,1986-01-04
9973,7,F,1990-02-23
9974,93,M,1985-02-04
9975,80,F,1989-07-07
9976,11,F,1989-10-20
9977,67,F,1990-12-29
9978,94,F,1987-11-27
9979,87,M,1986-09-21
9980,33,M,1983-01-03
9981,49,F,1993-08-01
9982,81,F,1992-02-28
9983,66,F,2001-12-01
9984,81,M,1984-05-27
9985,76,F,1991-08-20
9986,72,F,1990-10-03
9987,87,M,1995-05-10
9988,61,M,1984-03-20
9989,63,F,1991-09-01
9990,33,F,1991-04-11
9991,105,F,1995-10-10
9992,105,F,1990-06-03
9993,102,M,1982-05-17
9994,19,M,1984-05-03
9995,16,F,1991-02-14
9996,94,F,1991-06-27
9997,114,F,1994-11-22
9998,14,F,1992-03-12
9999,42,F,1994-02-14
10000,49,F,1990-07-21
10001,113,F,2001-12-01
10002,50,M,1981-03-27
10003,43,F,1995-04-07
10004,79,M,1988-11-18
10005,17,F,1991-06-25
10006,87,F,1990-10-08
10007,86,M,1988-03-01
10008,104,M,1986-02-16
10009,85,F,1992-08-18
10010,67,M,1990-03-15
10011,95,M,1988-01-23
10012,106,M,1984-03-20
10013,59,F,1995-04-04
10014,38,M,1987-12-12
10015,68,F,1992-04-28
10016,110,M,1986-09-04
10017,121,M,1989-07-19
10018,35,M,1989-09-07
10019,54,F,1989-04-14
10020,118,F,1992-08-18
10021,103,F,1994-05-14
10022,46,F,1993-06-28
10023,13,M,1983-03-15
10024,114,M,1988-08-05
10025,54,M,1988-07-23
10026,14,M,1985-01-01
10027,78,M,1985-07-02
10028,6,M,1986-09-04
10029,77,M,1989-03-03
10030,77,F,1991-02-30
10031,115,M,1985-05-21
10032,100,M,1995-12-28
10033,85,F,1991-08-08
10034,63,M,1986-09-16
10035,96,M,1982-01-01
10036,17,F,1989-04-28
10037,60,M,1989-03-27
10038,86,F,1992-02-31
10039,114,M,1987-05-10
10040,34,M,1984-05-03
10041,5,M,1989-03-03
10042,55,M,1984-11-04
10043,54,M,1988-01-22
10044,7,F,1990-08-22
10045,53,M,1995-05-10
10046,54,M,1984-11-15
10047,92,M,1985-05-21
10048,66,M,1994-06-08
10049,56,M,1989-06-20
10050,9,M,1986-03-29
10051,123,M,1988-03-03
10052,41,M,1983-03-15
10053,45,F,1990-10-02
10054,118,F,1993-01-15
10055,81,M,1986-03-08
10056,88,M,1985-07-05
10057,48,F,1991-06-04
10058,57,F,1994-06-22
10059,115,M,1988-07-16
10060,95,F,1993-08-06
10061,67,M,1988-09-21
10062,115,F,1992-02-31
10063,125,F,1993-02-21
10064,69,M,1985-09-31
10065,105,M,1986-01-13
10066,31,F,1995-08-27
10067,94,F,1994-09-05
10068,13,F,1990-05-26
10069,55,M,1988-07-09
10070,65,F,1992-06-18
10071,4,F,1995-01-10
10072,46,M,1987-01-13
10073,112,M,1985-07-05
10074,42,M,1988-07-19
10075,2,F,1992-12-12
10076,31,M,1986-01-10
10077,22,M,1985-05-17
10078,70,F,1991-06-04
10079,94,F,1991-06-16
10080,29,F,1991-08-08
10081,85,F,1993-04-25
10082,49,M,1995-05-10
10083,42,M,1987-04-13
10084,91,M,1985-09-09
10085,103,M,1987-05-29
10086,45,M,1995-11-16
10087,39,F,1991-08-20
10088,76,M,1985-04-18
10089,27,M,1991-03-08
10090,65,M,1984-07-07
10091,106,F,1990-05-15
10092,46,M,1981-03-27
10093,33,F,1992-12-05
10094,118,F,1991-10-03
10095,63,F,1992-04-22
10096,24,M,1992-11-30
10097,78,M,1986-11-30
10098,101,M,1984-06-22
10099,112,M,1986-01-25
10100,72,M,1988-05-31
10101,27,M,1982-05-17
10102,10,M,1989-03-12
10103,108,M,1980-05-05
10104,26,M,1985-07-17
10105,12,M,1986-07-07
10106,48,M,1984-09-21
10107,100,M,1985-10-12
10108,24,F,1994-08-08
10109,56,M,1988-07-23
10110,1,M,1986-05-05
10111,78,M,1986-05-02
10112,115,M,1988-11-08
10113,12,F,1990-10-08
10114,103,F,1992-06-11
10115,34,F,1986-03-31
10116,60,F,1993-03-19
10117,82,M,1989-03-03
10118,36,M,1985-03-27
10119,61,F,1995-04-04
10120,50,M,1985-01-01
10121,124,M,1994-11-21
10122,124,M,1985-07-07
10123,19,F,1994-06-30
10124,111,M,1985-02-23
10125,43,F,1991-08-10
10126,14,F,1992-08-29
10127,7,M,1984-07-12
10128,46,F,1992-08-25
10129,29,M,1985-09-31
10130,65,F,1994-02-26
10131,81,F,1991-01-03
10132,37,M,1985-03-22
10133,47,F,1994-11-22
10134,98,F,1989-04-14
10135,22,M,1984-11-15
10136,21,F,1990-10-05
10137,16,M,1986-07-29
10138,72,M,1985-03-25
10139,76,F,1990-11-13
10140,115,M,2001-07-15
10141,76,F,1994-08-20
10142,21,F,1992-06-11
10143,116,M,1986-01-25
10144,16,M,1986-01-17
10145,15,F,1991-02-30
10146,94,F,1990-12-03
10147,113,M,1987-03-05
10148,124,F,1991-06-04
10149,82,M,1984-09-14
10150,33,M,1986-07-07
10151,118,M,1987-05-29
10152,48,M,1985-07-07
10153,53,F,1992-04-04
10154,46,F,1990-06-03
10155,45,F,1988-02-09
10156,11,F,1993-04-25
10157,69,M,1995-05-10
10158,52,F,1993-02-18
10159,32,F,1992-04-28
10160,69,F,1990-10-02
10161,62,F,1992-03-12
10162,4,F,1991-08-20
10163,81,F,1992-04-04
10164,85,M,1984-03-13
10165,44,F,1991-08-03
10166,107,M,1986-09-21
10167,105,M,1986-01-25
10168,62,M,1984-11-20
10169,20,M,1985-01-01
10170,2,F,1990-06-13
10171,13,F,1991-12-09
10172,34,F,1994-06-30
10173,66,F,1993-12-28
10174,106,M,1986-09-21
10175,77,M,1983-01-30
10176,112,F,1992-02-12
10177,35,M,1986-11-03
10178,45,M,1981-02-11
10179,5,M,1984-01-05
10180,30,M,1988-01-18
10181,121,F,1990-02-26
10182,44,M,1984-09-21
10183,44,M,1986-01-04
10184,82,M,1986-07-07
10185,74,F,1992-09-30
10186,55,F,1987-04-09
10187,85,F,1989-10-20
10188,36,F,1992-04-13
10189,73,F,1986-03-31
10190,59,F,1992-10-01
10191,81,F,1990-06-03
10192,108,M,1987-03-05
10193,65,M,1985-07-17
10194,31,M,1986-05-05
10195,95,M,1984-03-13
10196,12,F,1991-09-11
10197,6,F,1993-12-24
10198,14,F,1989-09-25
10199,3,M,1988-11-01
10200,42,M,1983-05-26
10201,117,M,1983-01-06
10202,6,M,1987-12-12
10203,44,F,1990-10-02
10204,114,M,1985-01-06
10205,39,M,1983-05-19
10206,113,F,1994-02-26
10207,38,F,1991-12-09
10208,64,M,1984-09-21
10209,122,F,1994-12-12
10210,79,F,1983-05-02
10211,41,M,1987-05-29
10212,108,F,1995-04-28
10213,25,M,1986-03-29
10214,1,M,1988-11-18
10215,63,F,1991-11-11
10216,80,F,1995-08-15
10217,64,M,1986-07-29
10218,48,F,1980-05-15
10219,14,F,1992-04-13
10220,67,F,1990-08-24
10221,89,M,1995-06-03
10222,39,F,1991-06-25
10223,22,M,1984-10-31
10224,109,F,1995-10-10
10225,10,M,1987-01-13
10226,12,M,1989-05-22
10227,41,M,1985-09-30
10228,58,M,1989-09-23
10229,93,M,1988-07-12
10230,2,F,1992-08-29
10231,106,F,1995-06-06
10232,91,F,1993-12-12
10233,121,F,1991-02-24
10234,16,M,1988-11-11
10235,4,F,1995-11-25
10236,34,M,1983-08-24
10237,123,F,1993-03-19
10238,124,F,1990-10-02
10239,23,F,1994-08-08
10240,22,F,1995-06-30
10241,83,M,1984-04-01
10242,87,F,1990-02-02
10243,92,F,1992-08-01
10244,74,M,1984-10-07
10245,24,M,1988-01-22
10246,35,M,1985-05-14
10247,56,M,1980-05-05
10248,36,F,1991-01-03
10249,34,F,1990-02-02
10250,76,M,1985-09-31
10251,89,F,1992-12-12
10252,3,F,1990-12-29
10253,89,M,1981-07-24
10254,59,M,1988-01-18
10255,23,F,1990-05-15
10256,87,F,1993-03-19
10257,76,M,1985-01-01
10258,10,M,1989-09-07
10259,107,M,1990-03-15
10260,125,M,1988-08-05
10261,103,M,1989-03-03
10262,115,M,1985-07-07
10263,76,F,1990-10-22
10264,119,F,1992-04-23
10265,89,M,1983-06-30
10266,2,M,1990-03-15
10267,118,F,1992-12-31
10268,115,M,1995-05-10
10269,18,F,1992-02-31
10270,85,F,1989-10-20
10271,51,M,1982-05-17
10272,55,M,1991-03-08
10273,34,F,1992-12-05
10274,97,M,1995-06-18
10275,51,F,1990-05-15
10276,95,M,1984-09-14
10277,78,M,1989-03-27
10278,6,M,1985-07-17
10279,26,M,1989-03-17
10280,85,F,1989-11-01
10281,27,M,1987-07-14
10282,2,M,1985-07-05
10283,14,F,1992-10-19
10284,74,F,1992-06-11
10285,100,F,1987-04-09
10286,58,M,1990-01-15
10287,76,F,1990-05-26
10288,106,M,1984-01-25
10289,44,F,1994-06-22
10290,21,M,1997-09-20
10291,120,F,1990-08-13
10292,94,M,1984-04-01
10293,10,M,1993-03-09
10294,120,M,1988-03-10
10295,62,F,1992-12-12
10296,19,F,1993-08-01
10297,18,M,1989-03-19
10298,59,F,1992-02-12
10299,39,F,1993-04-21
10300,58,F,1992-04-13
10301,28,F,1990-03-15
10302,84,F,1995-06-23
10303,7,M,1987-09-26
10304,65,M,1989-09-23
10305,38,M,1992-11-30
10306,21,F,1982-05-25
10307,63,F,1982-05-25
10308,62,F,1990-06-13
10309,20,M,1986-01-25
10310,121,M,1987-09-26
10311,52,M,1986-02-16
10312,89,M,1981-03-27
10313,108,M,1986-02-16
10314,70,F,1995-06-18
10315,65,F,1992-08-25
10316,72,M,1988-01-18
10317,90,M,1984-06-22
10318,18,F,1990-05-21
10319,42,M,1984-03-20
10320,10,F,1992-10-26
10321,102,M,1984-09-09
10322,101,M,1987-07-14
10323,82,M,1991-03-08
10324,115,M,1985-09-09
10325,45,F,1990-12-03
10326,40,F,1992-07-21
10327,51,F,1993-12-22
10328,64,F,1992-08-29
10329,103,F,1994-06-30
10330,92,M,1986-04-20
10331,103,F,1990-08-08
10332,98,F,1980-05-15
10333,106,M,1989-06-20
10334,2,F,1990-12-17
10335,75,M,1985-05-21
10336,23,F,1992-12-12
10337,99,M,1984-10-07
10338,125,F,1989-04-16
10339,19,M,1986-09-02
10340,110,M,1983-09-28
10341,61,M,1988-01-23
10342,94,F,1980-05-15
10343,15,M,1989-05-22
10344,21,F,1994-02-09
10345,117,M,1983-11-23
10346,11,F,1993-06-01
10347,73,M,1990-03-15
10348,52,M,1990-01-01
10349,86,M,1984-06-22
10350,63,F,1993-12-24
10351,62,F,1995-12-10
10352,50,M,1986-09-16
10353,79,M,1986-01-15
10354,22,F,1993-06-01
10355,65,M,1986-01-11
10356,76,M,1982-01-01
10357,2,F,1995-07-30
10358,118,F,1980-05-15
10359,100,M,1987-07-14
10360,10,F,1989-04-14
10361,83,F,1994-10-27
10362,16,M,1989-09-23
10363,109,F,1995-04-06
10364,97,F,1993-02-18
10365,21,F,1986-03-31
10366,5,F,1993-02-07
10367,12,F,1991-01-03
10368,39,M,1986-09-21
10369,6,M,1985-05-14
10370,67,F,1992-12-05
10371,90,F,1990-08-22
10372,83,M,1985-03-27
10373,20,M,1984-05-03
10374,102,F,1990-10-08
10375,3,M,1986-09-18
10376,85,F,1994-11-22
10377,45,M,1989-11-02
10378,44,M,1985-03-22
10379,37,F,1991-06-25
10380,44,F,1989-11-01
10381,22,F,1991-04-04
10382,113,M,1989-12-09
10383,67,F,1991-09-01
10384,72,F,1995-08-05
10385,60,M,1989-12-09
10386,63,M,1986-03-08
10387,112,F,1992-02-31
10388,77,F,1991-12-09
10389,82,M,1984-01-25
10390,16,M,1984-11-06
10391,36,M,1988-03-01
10392,107,F,1990-05-15
10393,101,F,1991-12-09
10394,11,F,1989-04-28
10395,124,F,1994-02-14
10396,110,M,1984-06-22
10397,77,M,1988-03-01
10398,68,F,1989-04-14
10399,23,M,1985-03-25
10400,67,M,1985-07-31
10401,119,M,1984-03-06
10402,3,M,1989-07-04
10403,109,F,1992-12-31
10404,73,M,1988-10-19
10405,55,F,1992-07-23
10406,45,M,1984-11-04
10407,111,M,1985-07-31
10408,5,F,1990-02-04
10409,46,M,1986-07-29
10410,23,F,1993-02-07
10411,91,F,1993-04-08
10412,32,M,1987-12-12
10413,8,M,1985-07-11
10414,7,F,1995-12-05
10415,88,M,1986-01-17
10416,26,F,1993-04-21
10417,80,F,1992-04-04
10418,93,F,1995-06-11
10419,34,F,1987-07-19
10420,21,F,1993-12-21
10421,19,M,1987-09-26
10422,122,F,1995-04-07
10423,109,F,1992-04-23
10424,58,F,1991-10-03
10425,47,M,1986-01-04
10426,82,M,1985-01-20
10427,78,F,1993-02-14
10428,71,F,1987-04-09
10429,66,M,1987-09-26
10430,23,F,1993-08-06
10431,75,M,1988-03-03
10432,19,F,1990-10-29
10433,29,F,1994-02-26
10434,11,M,1986-01-04
10435,87,M,1985-03-27
10436,80,F,1989-11-01
10437,6,F,1994-02-02
10438,103,M,1985-07-31
10439,96,F,1995-04-25
10440,7,M,1986-05-02
10441,72,F,1992-10-19
10442,117,F,1994-06-22
10443,116,F,1991-06-18
10444,7,M,1982-11-11
10445,55,F,1991-06-27
10446,64,M,1984-09-09
10447,50,M,1984-10-31
10448,97,M,1986-08-22
10449,82,M,1985-05-17
10450,57,M,1988-01-18
10451,15,F,1991-06-04
10452,84,M,1984-09-09
10453,11,F,1998-05-22
10454,35,M,1986-01-04
10455,104,M,1982-05-17
10456,118,F,1990-10-05
10457,87,M,1983-09-01
10458,79,F,1992-02-26
10459,117,M,1988-11-18
10460,65,M,1984-12-14
10461,91,F,1993-04-08
10462,101,M,1988-11-08
10463,59,M,1984-09-11
10464,23,F,1992-12-24
10465,109,F,1994-10-31
10466,47,M,1983-11-11
10467,118,F,1991-08-20
10468,71,F,1990-10-22
10469,21,F,1992-12-05
10470,81,F,1995-04-07
10471,35,F,1990-02-02
10472,38,F,1995-08-15
10473,95,M,1984-09-21
10474,44,M,1987-09-26
10475,21,M,1985-01-08
10476,63,M,1984-05-03
10477,73,M,1984-11-15
10478,51,F,1993-12-28
10479,42,M,1980-05-05
10480,77,F,1992-12-12
10481,73,M,1990-05-15
10482,61,F,1983-10-15
10483,19,F,1991-08-08
10484,114,M,1983-08-24
10485,54,M,1985-09-30
10486,61,M,1986-04-06
10487,19,M,1983-01-06
10488,3,F,1993-02-05
10489,117,M,1983-03-15
10490,90,M,1985-02-04
10491,50,M,1983-06-30
10492,93,F,1992-04-28
10493,2,F,1990-12-14
10494,73,M,1986-09-02
10495,101,F,1992-06-08
10496,38,F,1990-10-08
10497,66,F,1990-10-08
10498,41,M,1984-03-20
10499,122,M,1986-11-03
10500,66,F,1987-11-27
10501,98,M,1990-05-15
10502,3,F,1992-03-12
10503,1,F,1991-10-17
10504,116,F,1995-07-28
10505,14,F,1991-08-30
10506,14,F,1991-06-04
10507,22,F,1990-12-14
10508,45,M,1986-09-08
10509,68,M,1986-04-20
10510,17,F,1989-04-16
10511,32,M,1989-09-07
10512,74,F,1991-04-09
10513,49,F,1990-04-26
10514,83,M,1984-11-15
10515,107,F,1995-01-10
10516,59,F,2000-06-01
10517,101,F,1992-10-07
10518,14,M,1987-01-13
10519,107,M,1987-04-13
10520,40,F,1994-12-12
10521,7,M,1981-07-24
10522,89,M,1989-03-17
10523,113,M,1985-05-17
10524,69,M,1986-01-13
10525,79,F,1990-06-03
10526,5,F,1993-07-09
10527,29,F,1991-10-03
10528,16,F,1994-02-26
10529,77,F,1992-02-28
10530,101,F,1993-12-24
10531,93,M,1983-01-06
10532,113,M,1988-03-03
10533,107,M,1997-09-20
10534,31,F,1992-02-26
10535,120,F,1987-04-09
10536,107,F,1992-04-23
10537,33,M,1984-08-17
10538,44,M,1988-01-18
10539,14,F,1993-10-10
10540,15,F,1992-02-28
10541,59,F,1993-12-12
10542,46,F,1995-03-10
10543,67,M,1988-02-30
10544,16,M,1989-02-14
10545,77,M,1989-09-07
10546,29,F,1993-02-21
10547,123,M,1989-05-22
10548,2,M,1985-02-04
10549,107,F,1987-11-27
10550,29,M,1989-09-07
10551,105,M,1988-01-22
10552,17,M,1993-03-09
10553,28,F,1993-08-01
10554,90,F,1990-10-03
10555,17,M,1986-09-04
10556,17,M,1991-10-26
10557,38,M,1984-09-14
10558,37,M,1985-05-17
10559,108,M,1994-11-21
10560,38,F,1991-12-26
10561,93,F,1993-09-23
10562,61,M,1984-02-14
10563,115,F,1995-04-04
10564,109,M,1985-02-23
10565,26,M,1988-08-30
10566,68,M,1985-07-02
10567,35,M,1987-05-29
10568,91,M,1983-09-06
10569,54,M,1985-04-18
10570,62,M,1986-09-18
10571,101,F,1992-12-12
10572,25,F,1991-08-08
10573,63,F,1995-10-14
10574,30,F,1989-05-07
10575,7,M,1984-01-05
10576,64,F,1986-08-13
10577,92,M,1986-03-08
10578,94,M,1988-07-19
10579,12,F,1995-08-15
10580,34,M,1998-12-23
10581,39,M,1986-09-02
10582,95,F,1991-06-20
10583,121,F,1992-02-31
10584,41,F,1995-04-18
10585,95,M,1988-11-11
10586,81,F,1993-01-15
10587,69,M,1988-07-19
10588,99,M,1986-04-06
10589,41,F,1992-08-25
10590,1,M,1985-09-31
10591,105,F,1975-12-15
10592,90,F,1992-12-12
10593,122,M,1989-07-19
10594,70,F,1992-07-23
10595,13,F,1988-02-09
10596,63,F,1990-10-22
10597,53,F,1995-07-30
10598,84,F,1987-07-19
10599,102,F,1995-08-20
10600,115,F,1990-05-21
10601,80,F,1992-07-23
10602,117,M,1984-11-06
10603,51,F,1993-06-01
10604,68,M,1988-01-23
10605,43,M,1985-01-20
10606,21,M,1986-05-05
10607,25,F,1991-06-18
10608,92,F,1991-09-06
10609,32,M,1982-11-11
10610,49,M,1986-09-21
10611,11,F,1990-07-21
10612,46,M,1985-09-31
10613,80,F,1990-02-26
10614,120,F,1992-02-16
10615,105,M,1987-05-10
10616,83,M,1987-01-13
10617,1,F,1993-04-25
10618,12,F,1991-06-18
10619,108,F,1991-09-01
10620,74,F,1990-02-14
10621,79,M,1984-03-20
10622,13,M,1986-06-15
10623,65,M,1986-01-17
10624,17,M,1984-09-14
10625,2,F,1993-02-11
10626,61,F,1990-06-13
10627,18,F,1991-06-04
10628,38,F,1990-10-02
10629,112,F,1998-05-22
10630,50,F,1995-12-10
10631,17,M,1986-09-21
10632,55,F,1992-09-18
10633,122,F,1992-08-25
10634,53,F,1987-02-02
10635,30,F,1990-04-26
10636,36,M,1987-09-26
10637,5,F,1991-06-18
10638,111,M,1986-07-07
10639,19,M,1988-07-23
10640,49,F,1989-04-16
10641,85,F,1987-07-19
10642,65,F,1993-08-06
10643,56,F,1991-04-09
10644,44,F,1990-03-15
10645,101,M,1981-03-27
10646,1,F,1992-10-19
10647,11,M,1988-10-19
10648,55,M,1989-07-04
10649,73,F,1990-08-13
10650,98,F,1991-02-06
10651,48,M,1989-09-23
10652,44,M,1988-01-23
10653,100,M,1991-03-08
10654,90,F,1989-10-20
10655,39,M,1994-06-08
10656,63,F,1994-06-22
10657,5,F,1991-02-06
10658,25,M,1989-03-17
10659,42,M,1984-09-21
10660,116,M,1986-01-17
10661,48,F,1995-07-30
10662,107,F,1993-12-24
10663,10,M,1988-07-26
10664,53,M,1984-06-18
10665,23,M,1983-05-29
10666,70,F,1991-06-16
10667,33,F,1990-02-04
10668,28,F,1995-12-10
10669,71,F,1987-11-27
10670,23,F,1991-08-08
10671,45,M,2002-03-03
10672,30,F,1996-04-09
10673,62,M,1985-09-09
10674,69,M,1984-05-03
10675,106,M,1990-05-15
10676,2,M,1985-02-23
10677,24,F,1992-12-05
10678,114,M,1983-08-17
10679,19,F,1975-12-15
10680,67,M,1982-11-11
10681,30,M,1987-11-25
10682,120,M,1986-01-04
10683,12,F,1995-08-15
10684,31,F,1994-08-20
10685,78,F,1992-08-18
10686,49,M,1984-11-04
10687,36,M,1984-11-04
10688,62,M,1984-12-14
10689,44,F,2000-06-01
10690,58,M,1984-11-04
10691,11,M,1986-09-04
10692,53,F,1995-04-07
10693,20,M,1986-09-02
10694,54,F,1975-12-15
10695,101,M,1983-11-11
10696,31,F,1989-10-20
10697,62,F,1992-04-04
10698,84,M,1985-10-12
10699,84,M,1987-06-27
10700,9,M,1986-05-09
10701,67,F,1992-06-18
10702,81,M,1980-05-05
10703,10,F,1987-07-19
10704,28,M,1985-04-18
10705,123,M,1986-09-18
10706,82,F,1992-10-26
10707,70,F,1995-06-23
10708,98,F,1995-06-18
10709,4,F,1989-10-20
10710,9,M,1984-11-15
10711,33,F,1993-03-19
10712,68,F,1992-04-22
10713,5,F,1990-05-21
10714,90,F,1995-06-30
10715,18,F,1992-02-31
10716,91,F,1991-09-01
10717,15,F,1993-12-24
10718,99,M,1984-07-07
10719,21,F,1987-04-09
10720,22,F,1990-04-26
10721,78,F,1990-10-08
10722,65,F,1990-06-13
10723,41,F,1983-10-15
10724,23,F,1992-04-04
10725,60,M,1980-05-05
10726,70,F,1975-12-15
10727,117,M,1997-09-20
10728,51,M,1997-09-20
10729,19,F,1983-10-15
10730,72,M,1995-12-28
10731,57,M,1986-05-24
10732,59,F,1990-10-29
10733,57,M,1988-03-03
10734,9,F,1990-07-11
10735,51,M,1990-05-15
10736,117,M,1986-09-19
10737,37,M,1989-11-02
10738,48,M,1989-03-03
10739,14,M,1983-01-06
10740,31,M,1985-01-01
10741,88,F,1982-05-25
10742,102,F,1989-07-07
10743,94,M,1995-11-16
10744,14,F,1980-05-15
10745,49,F,1995-08-17
10746,40,F,1990-05-15
10747,82,F,1990-07-11
10748,40,F,1989-04-14
10749,43,M,1986-03-08
10750,115,F,1991-06-20
10751,70,M,1985-11-23
10752,73,M,1984-11-15
10753,86,F,1990-02-26
10754,65,F,1990-05-15
10755,85,M,1986-01-25
10756,32,M,1984-03-13
10757,91,M,1989-11-02
10758,2,M,1988-08-30
10759,14,F,1994-02-09
10760,71,F,1992-08-18
10761,12,M,1983-12-25
10762,90,F,1991-02-24
10763,65,M,1986-03-29
10764,90,F,1989-10-20
10765,75,M,1986-07-28
10766,3,M,1995-05-10
10767,24,F,1995-04-18
10768,62,F,1990-04-26
10769,117,M,1983-01-06
10770,12,F,1995-06-18
